rep aei_left left_area adi_left H
1 0.553553 115.877904053852 1.749674 0.684242821977357
2 0.443431 106.668362393158 1.94494 0.7859718359645
3 0.471565 112.480551786346 1.919075 0.75654091291365
4 0.637221 107.440442218476 1.554933 0.73789872785789
5 0.492328 122.905298281297 1.881063 0.754274914039998
6 0.430212 108.533065762818 1.932313 0.751416894081933
7 0.382283 119.856194217619 2.031008 0.776982733132237
8 0.212015 116.804103015806 2.211082 0.817584012389924
9 0.438181 115.26808099162 1.944822 0.743079454121235
10 0.319642 122.916077641952 2.069885 0.811904584739626
11 0.33026 117.980547491956 2.103713 0.816466996949938
12 0.634697 103.502366159045 1.544303 0.718476043183273
13 0.452617 114.736101705654 1.916258 0.797247900956816
14 0.462621 105.661325265225 1.928779 0.733424070051396
15 0.379831 116.214415015644 2.028014 0.78287134849828
16 0.265388 124.489487408468 2.187694 0.832480927227174
17 0.487554 113.027082397748 1.825565 0.774584343481485
18 0.415447 126.95965722915 2.018216 0.806468783315258
19 0.517108 113.104039074414 1.842086 0.722509065734607
20 0.454282 108.272711281414 1.882828 0.765246411155965
21 0.376995 127.44758139995 2.057366 0.815820775491563
22 0.317822 120.372949118241 2.122545 0.782897141940589
23 0.529487 109.938956163846 1.779061 0.718761478256347
24 0.392738 116.899156747173 2.000248 0.796376174297243
25 0.536824 114.159225520683 1.81101 0.732016484207034
26 0.203341 123.522557588881 2.211804 0.812621371261979
27 0.358667 114.171860623629 2.048363 0.793618328144012
28 0.46727 116.036783462988 1.931338 0.798771925175676
29 0.564619 108.110773371052 1.682482 0.745791797226398
30 0.392779 117.757438377705 1.993418 0.797898582400044
31 0.353264 116.973532000943 2.097388 0.784334180571297
32 0.5613 114.123196064247 1.732749 0.775867836148178
33 0.319278 117.864672238981 2.133 0.815943043507025
34 0.488106 113.128452879299 1.888806 0.740679119453818
35 0.331523 118.073543836851 2.113557 0.809235698429382
36 0.3895 121.412350292955 1.996666 0.802561639475128
37 0.40241 121.222442658352 2.013451 0.777341995390948
38 0.409977 116.982038954823 1.980605 0.828912723983575
39 0.569011 108.681294239644 1.698355 0.795657169672864
40 0.538459 107.922777703999 1.775383 0.794826480473871
41 0.507499 108.053592829256 1.797571 0.772806319911861
42 0.221337 123.089743378725 2.222897 0.81067972428267
43 0.472852 121.913449250251 1.909786 0.765978301031985
44 0.332896 125.023192203799 2.120091 0.839583864849252
45 0.288491 118.991816077134 2.152022 0.812593607441053
46 0.305843 120.346042107945 2.143661 0.831321283555402
47 0.267363 124.093113084817 2.164563 0.818792557393148
48 0.420482 108.450931717972 1.996606 0.78246017489045
49 0.354466 119.592013272076 2.085952 0.803901361117509
50 0.32763 117.104257416032 2.107011 0.819450929744644
51 0.387475 118.191692090311 2.009625 0.79089958167763
52 0.401851 120.515105067534 1.976275 0.825950912222348
53 0.418474 119.953361480522 1.976346 0.808735848651033
54 0.354261 112.115531641907 2.055421 0.786413271994688
55 0.34765 125.874543029116 2.099624 0.814248070504425
56 0.608366 106.977452421036 1.627612 0.747225539330554
57 0.305928 120.631794654355 2.12801 0.805627702165496
58 0.35308 122.62915820682 2.09424 0.782333270157071
59 0.430758 117.510483715124 1.97822 0.786080912273443
60 0.425056 116.977321792906 2.006718 0.773673481927242
61 0.3257 113.628782433327 2.106441 0.771686927508714
62 0.402483 120.843723916994 2.002376 0.738264353685732
63 0.383921 120.113081055855 2.060563 0.787915114173545
64 0.529476 116.366052414243 1.812768 0.737838130262922
65 0.614374 109.498777748756 1.616428 0.691226831238491
66 0.515309 118.522984648437 1.774279 0.765957933575052
67 0.350917 118.134395547789 2.055804 0.825642579682794
68 0.440727 112.41371867688 1.925536 0.789271697678554
69 0.627838 116.549076432676 1.592282 0.761208136576419
70 0.275863 120.964927847968 2.178073 0.775214291045597
71 0.517073 108.48369312986 1.828894 0.75842936125444
72 0.288663 123.489371658912 2.144031 0.785093673362828
73 0.452622 108.682313692843 1.914763 0.759138825404443
74 0.551322 107.283839844109 1.708892 0.760860782607066
75 0.331023 119.458688577681 2.122012 0.78377065099896
76 0.337368 113.365161912681 2.078464 0.793358010316027
