rep aei_left left_area adi_left H
1 0.457314 117.468259493746 1.942141 0.709917093636127
2 0.344019 113.392942609907 2.106633 0.766024564461892
3 0.208873 126.01479310851 2.22767 0.817350513359213
4 0.51539 111.580357369663 1.830942 0.764811513372682
5 0.420738 116.62399366194 1.966008 0.744627237443365
6 0.521881 113.055616079442 1.803103 0.731692985369702
7 0.29423 123.664531555119 2.163687 0.790071433906633
8 0.314726 117.842415414827 2.124548 0.799934237249391
9 0.297017 108.969054353013 2.101933 0.777550152432993
10 0.570503 102.633863110544 1.704535 0.713041333610995
11 0.526977 108.01176230655 1.778316 0.719516139138817
12 0.736623 89.5105218388165 1.231979 0.614404792135635
13 0.366778 119.592332956545 2.059298 0.751307246661298
14 0.252906 110.540984878436 2.190299 0.815916918940237
15 0.164455 127.053607850559 2.242688 0.829407256103726
16 0.265003 116.730256683545 2.18703 0.779160513453009
17 0.300188 127.608848076398 2.131755 0.828577408386186
18 0.43944 111.934703599651 1.954301 0.729799621292031
19 0.240117 118.840923950136 2.193684 0.761664359297586
20 0.661738 105.978904543891 1.415106 0.704044799417375
21 0.375575 113.289198671029 2.032623 0.771323154868922
22 0.590623 117.435571273782 1.688744 0.742518824306915
23 0.364309 119.595428655522 2.051016 0.777291308688094
24 0.385072 114.728752687097 2.040283 0.772638370517915
25 0.625049 103.691799413789 1.540783 0.707029382480766
26 0.390969 119.536401645662 2.047161 0.77303247449252
27 0.501392 110.361022778339 1.842407 0.733954474936326
28 0.404113 113.462130936176 1.975656 0.764252660667971
29 0.358273 114.455593981175 2.065502 0.773222439216805
30 0.428068 102.215301059388 1.97962 0.760752273144904
31 0.376333 114.722284427344 2.042551 0.787576322435925
32 0.436655 110.439347522001 1.95838 0.751413956221917
33 0.365874 118.096620529183 2.053239 0.721282924823099
34 0.420312 126.196605674932 2.004581 0.750543875049235
35 0.427248 107.776519217868 1.936921 0.739990075554789
36 0.439059 109.899668668144 1.927059 0.752307993993559
37 0.451177 117.465928647918 1.943177 0.760834567665072
38 0.302042 112.820174434291 2.130686 0.78742649815514
39 0.470216 118.158057456021 1.920056 0.784591696179198
40 0.62647 110.852492650748 1.558531 0.699566240875347
41 0.505923 105.823394775701 1.844352 0.738151805771226
42 0.423761 107.12653656018 1.939816 0.76520401320832
43 0.345606 119.454623045153 2.107459 0.763393740598996
44 0.321191 127.176611705596 2.109874 0.78883782169259
45 0.308973 121.123588572959 2.138291 0.818585883239454
46 0.458698 107.582104274885 1.908279 0.717802731872384
47 0.388887 110.556536356621 1.990072 0.761765528099161
48 0.242918 127.535912972899 2.209662 0.804201236734347
49 0.32718 117.30585995736 2.097629 0.787017865175512
50 0.642583 102.238330526071 1.529938 0.668256213055063
51 0.488206 116.238672767962 1.870732 0.725467093684978
52 0.351502 117.824145173498 2.093294 0.795516708314986
53 0.357238 113.45911472068 2.089166 0.77050190460995
54 0.461148 116.997723557477 1.901511 0.758330937463624
55 0.486169 101.815792113851 1.889422 0.749102458922252
56 0.494121 117.48575951102 1.886876 0.727889661407852
57 0.391211 119.687760926069 2.046344 0.823825689693226
58 0.387174 106.80292970715 2.022454 0.739141832618292
59 0.492207 122.886590310362 1.888131 0.745265188452018
60 0.465605 112.162620043708 1.900363 0.755477278406061
61 0.427742 119.236049947158 1.97397 0.786102006942545
62 0.377036 121.225784315107 2.006722 0.782285390087814
63 0.439009 116.0096290129 1.925046 0.746440623594809
64 0.449969 116.342409769423 1.924838 0.775013385389875
65 0.503221 112.011839892653 1.843698 0.726204440253645
66 0.560696 93.096703727413 1.721237 0.694312326831098
67 0.472311 115.902629771722 1.922928 0.786988398972202
68 0.385283 113.133676091017 2.047124 0.768710824470835
69 0.545261 109.031595590173 1.786092 0.728509725236025
70 0.29602 120.379545429092 2.138198 0.778519981026832
71 0.530944 106.329046072371 1.775394 0.749345366466618
72 0.506617 100.221669346677 1.81937 0.755688576554163
73 0.541747 112.78079720851 1.771509 0.749754027161562
74 0.499653 113.046420672795 1.868866 0.728673102759197
75 0.621119 100.294668240918 1.587995 0.731994247161881
76 0.521192 125.357453626664 1.824274 0.74909505348009
77 0.402465 115.647937075657 1.969675 0.745437539066367
78 0.402074 117.056890161833 2.025978 0.772802532690216
79 0.345264 123.86388574784 2.102832 0.797355175256951
80 0.440398 107.762368469858 1.929689 0.74087449157173
81 0.29788 122.204409898517 2.154413 0.801429652551573
82 0.403222 108.559411046529 1.976914 0.752077582419693
83 0.411035 109.253997759536 1.967129 0.77451286475898
84 0.391089 111.387471018437 2.016749 0.753976603231571
85 0.456525 112.686051550296 1.952172 0.750018945065383
86 0.248451 129.266977276996 2.191369 0.80743362352799
87 0.313644 124.575036229359 2.134951 0.819728050816169
88 0.455962 112.952929912113 1.916758 0.741237552979623
89 0.278987 118.211294566086 2.177533 0.785987719270568
90 0.361485 120.235025036124 2.062501 0.786757497354915
91 0.387157 120.735454335045 2.049644 0.752274326820411
92 0.545638 108.72558402077 1.772996 0.764452871498289
93 0.409619 106.562772137129 2.006759 0.723115301663911
94 0.177954 130.786680193574 2.25191 0.843394375524325
95 0.382446 113.643164007888 2.047372 0.74994878787539
96 0.395322 112.730261434363 1.948314 0.732678448249114
97 0.413873 110.731525025472 2.015525 0.741694680815817
98 0.408653 112.477922144414 1.994012 0.761864028132528
99 0.416814 117.323796913227 2.004841 0.776882139963097
100 0.466607 108.523606202689 1.912109 0.747480849770754
101 0.591894 108.496936688178 1.663706 0.695658364402991
102 0.429502 100.52194734181 1.953569 0.73317845607508
103 0.402517 109.815126181766 2.018716 0.75099117172692
104 0.529901 106.140351350574 1.764756 0.704008220738408
105 0.665403 114.160595730409 1.468734 0.723840335229024
106 0.287977 128.95293513704 2.172313 0.789273987323164
107 0.653399 97.0729597540627 1.524077 0.736982050223089
108 0.533336 118.125107911867 1.802742 0.732293185666799
109 0.445807 90.8050762720764 1.92477 0.740277215834739
110 0.598964 110.254021140669 1.624461 0.713180551347343
111 0.504806 112.237677902206 1.869497 0.696991446121303
112 0.464049 104.160778250906 1.848277 0.741780887563527
113 0.330809 118.69391504792 2.11984 0.784268662203381
114 0.492034 102.568488358188 1.888462 0.688238246433515
115 0.507993 100.941285286936 1.784635 0.735708835753652
116 0.410743 116.539752862216 1.989271 0.778236616783742
117 0.350178 118.688974858785 2.099772 0.752718535077206
118 0.58923 100.583923814308 1.669744 0.699274768961183
119 0.513481 123.396464320098 1.820273 0.796786900223377
120 0.53786 110.698596675503 1.794591 0.66112119914501
121 0.315149 113.164094262618 2.106257 0.779378469153924
122 0.434181 115.530139349918 1.901073 0.722729620034454
123 0.357856 124.743881605318 2.079492 0.77073546782375
124 0.401319 112.894466982727 2.032545 0.78553218782304
125 0.407326 126.118626497276 2.033327 0.750112600851363
126 0.620402 113.617516883354 1.600807 0.760291746618415
127 0.376084 115.853237829112 2.057619 0.755620739082555
128 0.537284 104.11993272738 1.754492 0.749011155757015
129 0.428273 117.775346291111 1.985758 0.758386484453965
130 0.429047 112.530443883924 1.98101 0.748418818990125
131 0.31515 121.951359610892 2.102951 0.787077529913183
132 0.49588 111.411909747584 1.878932 0.785233673259007
133 0.516525 103.214947483135 1.819604 0.752577569739003
134 0.230384 125.981336833359 2.211742 0.8383770771673
135 0.517051 112.79892435013 1.796512 0.699178471297927
136 0.350482 110.347045324758 2.072724 0.7039149223202
137 0.460942 104.953182035554 1.936457 0.751434941668156
138 0.569185 114.142078576923 1.716398 0.751512316978494
139 0.277585 121.749518509604 2.17497 0.76765792850191
140 0.542289 113.173502985354 1.793988 0.729247252720764
141 0.155138 126.563828915085 2.255638 0.819884820156479
142 0.406767 114.546514643111 2.029958 0.758291505512524
143 0.324792 126.434711091784 2.132512 0.78904773450455
144 0.309068 105.440172399775 2.136079 0.745432469677903
145 0.176056 129.772122368862 2.248785 0.80099022562819
146 0.508782 99.1825216111865 1.855744 0.687656493026656
147 0.457134 104.620247420277 1.928999 0.662184696902299
148 0.445191 115.868129735949 1.970749 0.735358660201326
149 0.577464 106.487478281613 1.664255 0.712129889082301
150 0.455667 111.234521543318 1.934602 0.744672639117763
151 0.590785 104.477797028278 1.677104 0.719504643123547
152 0.4479 112.064009545112 1.934463 0.741608430992859
153 0.445798 118.808877757746 1.931208 0.685405493119494
154 0.466213 116.599122978802 1.920983 0.780698369305689
155 0.296292 127.576873331593 2.131077 0.808764885815693
156 0.6403 112.786415703402 1.55039 0.671262615967529
157 0.662164 109.359319084776 1.451772 0.683389768095329
158 0.300121 119.434037579696 2.136668 0.777688450610845
159 0.356455 115.881882438701 2.079736 0.778186099128869
160 0.649332 106.816120098291 1.523835 0.780452752586216
161 0.204818 121.064078094933 2.219346 0.799409337239713
162 0.453586 111.899805395273 1.92587 0.725959919321274
163 0.293955 116.17372048699 2.135455 0.787357036934367
164 0.32265 109.422204811198 2.090666 0.755324738170416
165 0.388857 108.872531321972 2.024106 0.759590983049052
166 0.633206 103.661898862227 1.5505 0.687355956099672
167 0.307831 119.601403101602 2.1506 0.802937732962591
168 0.480546 105.574542308815 1.891952 0.69511551234233
169 0.798386 96.6967557733501 0.953789 0.639868775094692
170 0.441715 120.787152341627 1.985331 0.718761560805277
171 0.384472 127.387728410957 2.019423 0.792880402435108
172 0.608261 110.382031470263 1.602402 0.68956052601045
173 0.425145 117.870663012124 1.983215 0.775928755673206
174 0.368969 117.840131530175 2.060805 0.738842700028114
175 0.419901 121.733293866029 2.000362 0.780607194859438
176 0.450977 119.421029261636 1.920238 0.71800544155246
177 0.355804 114.163902169066 2.067632 0.774343477676762
178 0.351854 123.451571258924 2.097474 0.800361211680324
179 0.332564 114.404881480568 2.079064 0.769233351896806
180 0.432307 118.143559326239 1.977648 0.748911112845019
181 0.392628 123.406594563216 2.041784 0.794462780939404
182 0.608863 100.209997766746 1.622761 0.676772220369624
183 0.397432 107.817555361381 2.035858 0.778483933720438
184 0.494671 113.666645931081 1.888573 0.803939553811684
185 0.171353 126.94084360188 2.254454 0.83945285447671
186 0.498332 104.105064101159 1.801212 0.739548611625876
187 0.675717 93.8154793888731 1.409563 0.631925504465433
188 0.404423 112.550432318529 2.00615 0.777537495090825
189 0.433602 114.608937875768 1.980347 0.721324579314622
190 0.495154 122.619454650543 1.85485 0.772484388348168
191 0.148172 125.878081406167 2.263671 0.823638079679648
192 0.462959 112.641185669776 1.910085 0.771925677921438
193 0.188306 133.356947341868 2.24482 0.830460697820505
194 0.610436 112.546728904891 1.603352 0.71686690402035
195 0.527552 113.635384429392 1.796184 0.714615760347393
196 0.493069 105.832590744182 1.86982 0.761912069029325
197 0.503443 114.940898582562 1.846508 0.793865556920004
