rep	aei_left	left_area	adi_left	H
1	0.237381	127.0527801	2.176478	0.847376824
2	0.301293	123.7788966	2.126317	0.83013108
3	0.35317	123.6765778	2.039541	0.843635215
4	0.342729	126.0992648	2.077762	0.834837355
5	0.295316	119.3079706	2.064857	0.807381173
6	0.302787	125.2834457	2.134679	0.839207214
7	0.385271	115.3875225	1.975463	0.811313411
8	0.334506	123.8550759	2.085409	0.83430053
9	0.414869	121.2706604	1.971033	0.817062601
10	0.406876	125.4887665	2.013339	0.819187694
11	0.36992	118.6872077	1.995524	0.802824503
12	0.306371	120.6772364	2.111177	0.829978149
13	0.308048	120.5776974	2.102709	0.828752136
14	0.428138	119.6364141	1.931205	0.821208775
15	0.428493	115.6482368	1.923859	0.792568681
16	0.309117	122.8339698	2.106036	0.843581372
17	0.298864	119.7300032	2.121075	0.840835151
18	0.343096	119.1282185	2.066446	0.809797092
19	0.308856	124.9170239	2.111049	0.842505199
20	0.310593	120.7372683	2.102214	0.825582843
21	0.344933	116.8381411	2.044777	0.823690366
22	0.458024	118.6353617	1.870904	0.816493165
23	0.383229	120.7198648	2.01852	0.832955752
24	0.377995	119.657466	2.030027	0.819481197
25	0.352233	121.1812765	2.037524	0.825412667
26	0.391541	120.3604385	1.992229	0.822204445
27	0.457666	119.1817534	1.901835	0.80222002
28	0.30192	122.9333746	2.093308	0.838179776
29	0.376399	116.0034286	2.01362	0.817253442
30	0.325368	122.2606552	2.098321	0.834326614
31	0.393616	119.7422785	1.999491	0.825784123
32	0.485168	114.0853299	1.843168	0.804462597
33	0.346056	122.9415467	2.067008	0.828205579
34	0.281647	121.704114	2.135703	0.836285654
35	0.389449	115.3471937	1.976331	0.810618316
36	0.465388	118.0861671	1.903373	0.803483022
37	0.325573	123.9271965	2.100251	0.83526734
38	0.367222	122.5322833	2.037031	0.812495271
39	0.331617	120.2095639	2.066312	0.833417445
40	0.436357	119.0670373	1.915161	0.802600249
41	0.381775	120.0164131	2.014179	0.822984614
42	0.459458	116.5647747	1.838434	0.797652421
43	0.492828	115.4333524	1.837722	0.779441612
44	0.356745	116.7267385	2.039139	0.828626032
45	0.338743	124.4832119	2.074473	0.832497685
46	0.282713	122.8204581	2.14766	0.838653566
47	0.27691	123.4928526	2.140312	0.830177593
48	0.328713	123.022552	2.079824	0.836956253
49	0.402737	119.9265612	1.957416	0.817354102
50	0.463235	122.0611549	1.925026	0.789068574
51	0.355344	119.5849257	2.053573	0.829167448
52	0.304858	117.2487966	2.090206	0.818288143
53	0.275128	122.7851992	2.128599	0.829708771
54	0.408223	117.9010045	1.976446	0.810579235
55	0.341073	123.8410365	2.068224	0.83074951
56	0.249714	124.4672511	2.164497	0.843840417
57	0.407874	115.7432524	1.976975	0.798708939
58	0.325151	118.7518427	2.040707	0.82503416
59	0.446735	117.8233888	1.916668	0.810578816
60	0.349933	118.3490337	2.018353	0.808788695
61	0.413155	115.5074491	1.930288	0.810297842
62	0.371152	123.2422707	2.04357	0.823316124
63	0.389724	120.8318659	2.013112	0.823991058
64	0.25609	120.3690369	2.148848	0.839878058
65	0.406476	116.7322745	1.998905	0.805441003
66	0.37833	118.7212606	2.017154	0.821856426
67	0.355843	119.2058898	2.03741	0.824717098
68	0.435166	119.0538317	1.945128	0.789830729
69	0.273393	121.2890352	2.121706	0.834298746
70	0.40784	119.4898935	1.945269	0.819838682
71	0.346131	123.2160335	2.072434	0.823638237
72	0.367746	118.7400825	2.028304	0.833439559
73	0.374254	119.132364	2.01362	0.801703986
74	0.274288	120.2105372	2.099294	0.833497272
75	0.452271	116.4138133	1.905336	0.788843754
76	0.397967	120.779507	2.016575	0.821574481
77	0.320602	121.7603512	2.097817	0.832115681
78	0.381446	116.8596013	1.989213	0.819927363
79	0.348992	123.1226395	2.03448	0.838298341
80	0.385542	122.5668613	1.998441	0.814088722
81	0.249338	121.5983725	2.166104	0.836503906
82	0.34205	125.4216095	2.096111	0.827791283
83	0.338474	123.2761631	2.076868	0.828783369
84	0.367337	118.201147	2.023578	0.808205499
85	0.389467	120.5467356	1.97324	0.816409406
86	0.304991	118.6755283	2.065585	0.838555896
87	0.342275	123.0294361	2.070881	0.831508046
88	0.351046	120.8137603	2.060004	0.821111355
89	0.433948	119.1029317	1.926109	0.820907821
90	0.348148	121.2643852	2.064988	0.82994634
91	0.249263	132.6430039	2.170027	0.859844574
92	0.417707	121.0815086	1.948416	0.818020302
93	0.380096	119.4559822	1.997901	0.828695886
94	0.359643	125.1433015	2.053235	0.802933387
95	0.340901	123.1187058	2.083636	0.845230685
96	0.301463	122.3524907	2.081524	0.825607679
97	0.361486	118.5701406	2.000352	0.800564936
98	0.404633	121.6892642	1.971574	0.830166757
99	0.358729	120.5323046	2.013239	0.819824621
100	0.433193	118.9703794	1.947371	0.795255485
101	0.380392	120.5710999	1.992232	0.827244798
102	0.405625	118.2581163	1.953177	0.815926298
103	0.246642	123.5920903	2.184868	0.838900868
104	0.302328	119.4977484	2.126398	0.829305612
105	0.266148	125.7797778	2.170264	0.840691421
106	0.523242	119.5720312	1.812107	0.811482478
107	0.37686	118.4856891	2.024443	0.831309502
108	0.451867	115.9389399	1.901349	0.77856399
109	0.309144	126.0800024	2.109868	0.833532369
110	0.325393	127.2481396	2.089376	0.838478795
111	0.297326	124.2985008	2.114207	0.844732836
112	0.381248	118.9034499	1.999503	0.799212787
113	0.33072	124.1070843	2.106943	0.816913881
114	0.388717	118.2482494	2.004161	0.816012635
115	0.279504	121.3154739	2.142979	0.836988687
116	0.394961	123.0096857	2.011195	0.833611053
117	0.356674	121.1481088	2.030063	0.819201854
118	0.347185	118.4619075	2.056865	0.806842138
119	0.345828	121.4019591	2.069328	0.831530235
120	0.298108	124.8559562	2.097824	0.842708865
121	0.327513	116.9106514	2.081271	0.827667008
122	0.406228	119.74987	1.962009	0.803212769
123	0.363404	121.4778243	2.05742	0.831565909
124	0.350806	118.2518358	2.037939	0.823020649
125	0.358261	123.1109151	2.044732	0.843441264
126	0.389662	115.2092285	2.005015	0.818853072
127	0.275426	118.5936668	2.145505	0.830442013
128	0.280477	123.1278075	2.147775	0.836390031
129	0.324628	125.398997	2.084414	0.855656941
130	0.27552	122.3676338	2.122407	0.841868492
131	0.332209	120.3880036	2.0481	0.827710207
132	0.368092	119.5864302	2.025537	0.829562316
133	0.339525	124.755072	2.078034	0.820572739
134	0.307993	125.7379664	2.112409	0.822259212
135	0.379694	116.2523003	2.005117	0.805774004
136	0.451078	117.1417543	1.922862	0.819931876
137	0.361055	123.5011391	2.052418	0.829824168
