rep aei_left left_area adi_left H
1 0.414504 113.873738397549 2.009556 0.781712864228822
2 0.382963 113.855675940088 1.993942 0.828839332871328
3 0.366869 114.051420476749 1.99467 0.767930777118976
4 0.423955 114.510851874489 1.981602 0.7657340767703
5 0.357792 115.104849910043 2.09339 0.772056867012885
6 0.390575 120.063918355634 2.040007 0.79921244654823
7 0.411083 118.388677996582 2.005255 0.760615844011553
8 0.463298 107.95127737025 1.893807 0.762754910135374
9 0.356875 114.570666784675 2.069257 0.799403229241121
10 0.565737 108.056654460535 1.711477 0.735088968983459
11 0.132333 134.004129934222 2.273699 0.86072122272817
12 0.334171 119.780448529819 2.102898 0.812000837669799
13 0.317906 114.459181615134 2.118609 0.808512832347468
14 0.358499 116.489586429007 2.077871 0.768195273574245
15 0.360069 128.073949560821 2.08972 0.826734817956481
16 0.683938 103.114589630447 1.41501 0.716900414893497
17 0.377108 117.092585619169 2.021313 0.808645070202041
18 0.417211 114.12955342435 1.964139 0.766325942884454
19 0.378143 124.020572866581 2.067685 0.789270784665634
20 0.525379 98.7021774936629 1.78871 0.728250288149846
21 0.313115 119.896949454852 2.139542 0.812510765723683
22 0.393151 121.067255097481 2.040656 0.798321841339657
23 0.381616 113.584176180134 2.03203 0.761627701275029
24 0.470819 114.318359080243 1.910609 0.784507284454308
25 0.324499 123.687429915304 2.113607 0.787158952113727
26 0.417123 121.568852191237 2.01441 0.813618284007891
27 0.44665 111.551677956398 1.894201 0.773159959858622
28 0.289837 121.116867673563 2.140001 0.811604623753667
29 0.331066 128.599447444376 2.057419 0.805382425782697
30 0.335975 113.924555278212 2.087999 0.785700351938711
31 0.253954 115.715326413123 2.166915 0.809106782475114
32 0.463471 104.810451984089 1.879494 0.738918921362672
33 0.315724 122.81184219875 2.095645 0.814242434008678
34 0.261904 127.329496053637 2.191615 0.833320562518036
35 0.345736 118.144142295639 2.067917 0.804700670442472
36 0.302518 124.901858239012 2.147619 0.810308729390006
37 0.265197 120.532785980182 2.185948 0.802007404200063
38 0.444795 114.42454917769 1.944453 0.777269246459624
39 0.301153 128.044952130582 2.15579 0.820859036096579
40 0.440378 113.580096804692 1.910998 0.783083854446499
41 0.306525 122.521565197964 2.136553 0.782979409547319
42 0.301333 117.805509664303 2.126206 0.824439941247163
43 0.302233 121.401118705638 2.127923 0.803472116888693
44 0.414848 124.27533480259 1.990785 0.793101815395013
45 0.353948 122.4063391196 2.07251 0.803185323961985
46 0.462831 112.910443627145 1.919877 0.767700183934654
47 0.458114 122.50639903547 1.935239 0.804720824560952
48 0.503842 114.970472511906 1.828729 0.767460407010864
49 0.30781 124.915081341569 2.153489 0.810995953100341
50 0.30103 119.309262610833 2.135671 0.807868202763959
51 0.389254 109.143083681162 2.015607 0.779079769750637
52 0.401031 118.828371948587 1.996411 0.751534226609781
53 0.531729 109.701958458702 1.745091 0.763923306813828
54 0.516357 121.716538768223 1.841577 0.80887550898761
55 0.35106 120.083907629606 2.070832 0.81244068032478
